	Price	Dividend	Volume	Matches	Attempt Buys	Attempt Sells	Interest Rates	Total Bid	Total Ask	Total Buys	Total Sells	Profit per Units
420	73.78275082020728	9.691307682070631	0.0	0	34	0	0.1	0.0	53.24435989380807	0	34	7.673326967032354
421	72.439248674622	9.676696849180216	0.0	0	26	0	0.1	0.0	36.41778412027817	0	26	8.333194703594925
422	71.51054641160961	9.705426467122992	0.0	0	19	0	0.1	0.0	25.640858512596346	0	19	8.776724204110609
423	70.92130149025067	9.919547667534342	0.0	0	13	0	0.1	0.0	16.47994459355101	0	13	9.330302746175402
424	70.63426036667484	9.837804184893248	0.0	0	7	0	0.1	0.0	8.094637789896844	0	7	9.550763061317415
425	70.01861353641456	9.94697593974992	0.0	0	11	0	0.1	0.0	17.431960837823908	0	11	9.331329109489646
426	69.62550292899154	9.97967259154931	0.0	0	4	0	0.1	0.0	11.22874583109482	0	4	9.586561984126284
427	86.85042983132534	9.957198883829372	3.2266864082956146	4	4	4	0.1	3.2266864082956146	10.67931748866527	4	4	27.182125786163176
428	65.8756530133543	10.099733127605706	4.9993450321290975	3	54	3	0.1	4.9993450321290975	133.8687921454926	3	54	-10.875043690365342
429	96.58716437688055	10.146643155493674	0.7494244388748399	1	1	21	0.1	36.683417754801106	0.7494244388748399	21	1	40.858154519019934
430	76.53665923223537	10.378035745352957	14.24127651264508	8	58	8	0.1	14.24127651264508	186.17336946647714	8	58	-9.672469399292229
431	71.55791803392195	10.20890671415089	28.848772270660966	10	26	10	0.1	28.848772270660966	35.56453057184599	10	26	5.230165515837475
432	107.33513280197214	10.14000932353068	2.0988447891936204	2	2	12	0.1	18.532289244123135	2.0988447891936204	12	2	45.91722409158086
433	85.45062564908814	10.27995841596636	16.785261744817102	9	58	9	0.1	16.785261744817102	232.74844163173003	9	58	-11.604548736917637
434	80.7287153545608	10.016310129793391	30.461953920890657	11	39	11	0.1	30.461953920890657	80.37438744559776	11	39	5.2943998352660575
435	86.89559652111463	10.138407822886428	30.98850697028402	14	26	14	0.1	30.98850697028402	44.08795847639208	14	26	16.30528898944025
436	84.57332048040695	10.122200656662525	0.0	0	28	0	0.1	0.0	53.44979800313338	0	28	7.799924615954847
437	84.97317088083514	10.374481483396599	1.5223254133565092	2	20	2	0.1	1.5223254133565092	37.444925249091725	2	20	10.774331883824791
438	89.59060660230307	10.567168112509023	1.9356679387032187	2	15	2	0.1	1.9356679387032187	30.098758078508432	2	15	15.18460383397695
439	84.53120784017504	10.47161715777836	9.874340951500137	8	26	8	0.1	9.874340951500137	53.03065184971862	8	26	5.412218395650333
440	99.45263533729846	10.650706508979148	13.813428395810167	10	11	10	0.1	13.813428395810167	24.616261848803163	10	11	25.572134006102566
